"""X"",""Y"",""OBJECTID"",""src_geo"",""clc_quartier"",""clc_secteur"",""id_arbre"",""haut_tot"",""haut_tronc"",""tronc_diam"",""fk_arb_etat"",""fk_stadedev"",""fk_port"",""fk_pied"",""fk_situation"",""age_estim"",""villeca"",""feuillage"",""remarquable"",""lng"",""lat"""
"1723151.3786,8293107.1432,762,""orthophoto"",""harly"",""terrain_aventure_neuville"",""63"",20,4.5,230,""supprimé"",""adulte"",""libre"",""gazon"",""groupe"",60,""ville"",""feuillu"",""non"",3.32181727291056,49.8367608803579"
"1723151.8423,8293100.9302,763,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""64"",20,4.5,190,""en_place"",""adulte"",""libre"",""gazon"",""groupe"",60,""ville"",""feuillu"",""non"",3.32182335241003,49.8367050050775"
"1723148.2739,8293095.3774,764,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""65"",20,4.5,240,""en_place"",""adulte"",""libre"",""gazon"",""groupe"",60,""ville"",""feuillu"",""non"",3.32177342311898,49.8366552189487"
"1723166.5349,8293063.7627,765,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""66"",24,0.5,259.5,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32202539363236,49.8363702926971"
"1723167.104,8293059.9536,766,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""67"",25,0.5,215,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32203307968201,49.8363360255006"
"1723167.7295,8293055.767,767,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""68"",23,0.5,210,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32204152743618,49.8362983622602"
"1723168.387,8293051.3658,768,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""69"",25,0.5,259.5,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32205040733104,49.8362587684491"
"1723169.5429,8293043.6287,769,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""70"",25,0.5,200,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32206601837234,49.8361891644099"
"1723170.1317,8293039.6876,770,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""71"",25,0.5,210,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32207397041541,49.8361537097182"
"1723170.7893,8293035.2865,771,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""72"",25,0.5,240,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32208285165386,49.8361141167975"
"1723171.3661,8293031.4256,772,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""73"",25,0.5,180,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32209064159998,49.8360793835948"
"1723171.8876,8293027.9347,773,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""74"",25,0.5,210,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.3220976846756,49.8360479789645"
"1723172.493,8293023.8824,774,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""75"",25,0.5,190,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32210586085767,49.8360115238981"
"1723173.379,8293019.9541,775,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""76"",25,0.5,210,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32211794473086,49.8359761729412"
"1723173.6968,8293016.5699,776,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""77"",25,0.5,200,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32212216260317,49.8359457353591"
"1723174.3319,8293012.7629,777,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""78"",25,0.5,200,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.3221307660532,49.8359114845121"
"1723174.9672,8293008.5328,778,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""79"",25,0.5,200,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32213934731504,49.8358734297996"
"1723175.4438,8293004.5141,779,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""80"",25,0.5,230,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32214573508126,49.8358372817203"
"1723176.1318,8293000.5485,780,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""81"",25,0.5,200,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32215506445729,49.8358016029673"
"1723176.82,8292995.9482,781,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""82"",25,0.5,190,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.3221643591597,49.8357602179705"
"1723177.3495,8292991.718,782,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""83"",25,0.5,200,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32217146973202,49.8357221663907"
"1723177.9847,8292987.5936,783,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""84"",25,0.5,240,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32218005577461,49.8356850619659"
"1723179.0964,8292979.6622,784,""orthophoto"",""quartier_de_neuville"",""terrain_aventure_neuville"",""85"",24,0.5,259.5,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.32219504060385,49.8356137127354"
"1720266.0507,8293599.632,785,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""1"",25,3,175,""essouché"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28173538171432,49.8412916900245"
"1720270.2152,8293596.8565,786,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""2"",25,3,190,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28179313217004,49.8412665980892"
"1720274.4457,8293594.048,787,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""3"",25,3,190,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28185179837552,49.8412412072376"
"1720278.2798,8293591.5038,788,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""4"",25,3,165,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28190496753428,49.8412182057643"
"1720282.246,8293588.8605,789,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""5"",26,3,235,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28195996793889,49.8411943089029"
"1720283.903,8293584.7945,790,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""6"",26,3,250,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28198279307284,49.8411576984323"
"1720279.2705,8293587.8606,791,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""7"",25,3,195,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28191855185787,49.8411854187098"
"1720276.3724,8293589.785,792,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""8"",25,3,185,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28187836272818,49.8412028166686"
"1720272.0149,8293592.6821,793,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""9"",25,4,210,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28181793563958,49.8412290083257"
"1720267.7843,8293595.558,794,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""10"",25,3,200,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28175927151857,49.8412550051196"
"1720263.9345,8293598.1167,795,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""11"",25,3,160,""essouché"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.2817058847429,49.8412781374117"
"1720260.8672,8293600.1468,796,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""12"",25,3,120,""essouché"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.281663348744,49.8412964912306"
"1720258.1175,8293601.5424,797,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""13"",25,3,165,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28162519517678,49.841309130006"
"1720254.0983,8293604.5029,798,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""14"",25,3,160,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28156947404457,49.8413358802449"
"1720251.4541,8293606.385,799,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""15"",25,3,140,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28153281213632,49.841352889322"
"1720247.287,8293609.3244,800,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""16"",25,3,160,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28147503374965,49.8413794547484"
"1720240.8988,8293613.871,801,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""17"",25,3,195,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28138646095207,49.8414205436035"
"1720237.3873,8293616.4508,802,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""18"",25,3,160,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28133777787152,49.8414438541513"
"1720234.1085,8293618.6501,803,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""19"",25,3,165,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28129231008477,49.8414637360639"
"1720230.9145,8293621.0185,804,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""20"",25,3,165,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28124802984012,49.8414851354178"
"1720222.1784,8293625.1418,805,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""21"",25,2,259.5,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28112679488425,49.8415224966195"
"1720225.3514,8293622.9425,806,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""22"",25,2,220,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28117079198498,49.8415026182945"
"1720228.0167,8293620.9758,807,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""23"",25,3,215,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28120774310123,49.8414848480376"
"1720231.2531,8293618.7132,808,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""24"",25,3,200,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28125261824692,49.8414643984753"
"1720234.4685,8293616.2813,809,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""25"",25,3,200,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28129719269742,49.8414424275134"
"1720237.7896,8293613.934,810,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""26"",25,3,190,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28134324088144,49.8414212136041"
"1720997.3054,8295644.2512,811,""orthophoto"",""quartier_de_l'europe"",""rue_marconi"",""22"",26,4.5,180,""en_place"",""adulte"",""semi_libre"",""gazon"",""groupe"",50,""ville"",""feuillu"",""non"",3.2920104014575,49.8596487992343"
"1720241.1105,8293611.6079,812,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""27"",25,3,190,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28138928733773,49.8414001902804"
"1720245.0662,8293608.7319,813,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""28"",25,3,190,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28144413023595,49.8413742019367"
"1720248.3449,8293606.4268,814,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""29"",25,3,180,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28148959103445,49.8413533687791"
"1720251.5814,8293603.9526,815,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""30"",25,3,170,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28153445642367,49.8413310167271"
"1720255.0083,8293601.5631,816,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""31"",25,3,165,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28158197302634,49.8413094197988"
"1720258.5408,8293599.0678,817,""orthophoto"",""quartier_du_centre-ville"",""rue_du_colonel_driant"",""32"",26,3,225,""en_place"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.28163095215146,49.8412868681404"
"1719103.4292,8292971.1153,818,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""1"",21,4.5,185,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.26554237757652,49.8356787145153"
"1719097.5471,8292967.0164,819,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""2"",21,4.5,185,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.26546041637104,49.835642048425"
"1719091.4667,8292962.8515,820,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""3"",19,4.5,165,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.26537569568867,49.835604795138"
"1719086.3116,8292959.2815,821,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""4"",19,4.5,140,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.26530386579779,49.8355728611488"
"1719080.2973,8292955.0505,822,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""5"",21,4.5,185,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.26522006093977,49.8355350114013"
"1719074.4812,8292951.0838,823,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""6"",21,4.5,165,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.26513902403821,49.8354995315516"
"1719069.1279,8292947.0512,824,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""7"",21,4.5,165,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.2650644170091,49.8354634446457"
"1719062.9153,8292942.8862,825,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""8"",21,4.5,190,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.26497785934227,49.8354261943195"
"1719056.9671,8292938.8535,826,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""9"",21,4.5,145,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.26489498339727,49.8353901250739"
"1719051.4155,8292935.0192,827,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""10"",21,4.5,190,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.26481762995064,49.8353558270409"
"1719045.7317,8292931.1847,828,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""11"",21,4.5,215,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.26473843901806,49.8353215313031"
"1719039.453,8292926.4909,829,""orthophoto"",""quartier_saint-martin_-_oëstres"",""stade_gaston_massot"",""12"",21,4.5,185,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.26465093743294,49.8352795286442"
"1720060.1352,8296223.5785,830,""orthophoto"",""quartier_saint-jean"",""rue_des_anciens_combattants_en_afrique_du_nord"",""1"",21,2,220,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27900686672065,49.8648888467022"
"1720027.7752,8296220.0841,831,""orthophoto"",""quartier_saint-jean"",""rue_des_anciens_combattants_en_afrique_du_nord"",""4"",18,2,170,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27855661260109,49.8648584991881"
"1720018.046,8296219.078,832,""orthophoto"",""quartier_saint-jean"",""rue_des_anciens_combattants_en_afrique_du_nord"",""5"",18,2,190,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27842124376963,49.8648497748689"
"1720007.7353,8296217.8604,833,""orthophoto"",""quartier_saint-jean"",""rue_des_anciens_combattants_en_afrique_du_nord"",""6"",20,2,170,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27827777647721,49.8648391680981"
"1719997.3188,8296216.7485,834,""orthophoto"",""quartier_saint-jean"",""rue_des_anciens_combattants_en_afrique_du_nord"",""7"",20,2,170,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27813284312612,49.864829514917"
"1719987.1137,8296215.6366,835,""orthophoto"",""quartier_saint-jean"",""rue_des_anciens_combattants_en_afrique_du_nord"",""8"",20,2,190,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.2779908500635,49.8648198545975"
"1719976.8558,8296214.5777,836,""orthophoto"",""quartier_saint-jean"",""rue_des_anciens_combattants_en_afrique_du_nord"",""9"",20,2,230,""supprimé"",""adulte"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27784812539242,49.8648106723323"
"1719967.9195,8296215.6339,837,""orthophoto"",""quartier_saint-jean"",""rue_des_anciens_combattants_en_afrique_du_nord"",""10"",6,2,75,""en_place"",""adulte"",""réduit_relâché"",""gazon"",""alignement"",30,""ville"",""feuillu"",""non"",3.27772388970244,49.864820461921"
"1721358.0326,8296023.2505,838,""orthophoto"",""quartier_de_l'europe"",""rue_d'alembert"",""1"",17,2,255,""supprimé"",""adulte"",""réduit"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.29704762260612,49.8630435564205"
"1721357.4369,8296029.2651,839,""orthophoto"",""quartier_de_l'europe"",""rue_d'alembert"",""2"",17,1,259.5,""supprimé"",""adulte"",""réduit"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.29703966499787,49.863097650735"
"1721356.6426,8296036.7999,840,""orthophoto"",""quartier_de_l'europe"",""rue_d'alembert"",""3"",17,2,200,""supprimé"",""adulte"",""réduit"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.29702902798867,49.8631654191633"
"1721356.1789,8296043.2772,841,""orthophoto"",""quartier_de_l'europe"",""rue_d'alembert"",""4"",17,3,225,""supprimé"",""adulte"",""réduit"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.29702293136278,49.8632236686652"
"1721354.855,8296056.5623,842,""orthophoto"",""quartier_de_l'europe"",""rue_d'alembert"",""5"",16,3,200,""supprimé"",""adulte"",""réduit"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.29700524154993,49.8633431529204"
"1721354.127,8296063.0396,843,""orthophoto"",""quartier_de_l'europe"",""rue_d'alembert"",""6"",17,3,175,""supprimé"",""adulte"",""réduit"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.29699546899873,49.8634014117126"
"1721353.5311,8296069.9795,844,""orthophoto"",""quartier_de_l'europe"",""rue_d'alembert"",""7"",17,3,205,""supprimé"",""adulte"",""réduit"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.29698755883842,49.8634638247916"
"1719919.8777,8296417.7577,845,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""1"",20,2,190,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27706596610847,49.8666392035052"
"1719919.0047,8296421.525,846,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""2"",20,2,160,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27705401487364,49.8666731014755"
"1719916.5842,8296431.0028,847,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""3"",18,2,150,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27702082941153,49.8667583895766"
"1719915.87,8296434.6512,848,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""4"",21,2,190,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27701108082151,49.8667912133791"
"1719915.1159,8296438.2995,849,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""5"",22,2,150,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27700077724634,49.8668240375901"
"1719914.3222,8296442.1065,850,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""6"",23,2,210,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27698993091657,49.8668582898664"
"1719913.5682,8296445.8343,851,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""7"",24,2,200,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27697963273848,49.8668918288037"
"1719912.7745,8296449.4032,852,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""8"",24,2,180,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27696877429646,49.8669239404761"
"1719912.0603,8296453.012,853,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""9"",25,2,205,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27695902362928,49.8669564082543"
"1719911.6633,8296455.3517,854,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""10"",25,2,215,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27695362048474,49.8669774559825"
"1719911.2267,8296457.9691,855,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""11"",24,2,180,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27694768063023,49.8670010016275"
"1719910.3934,8296461.7761,856,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""12"",24,2,190,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27693628342756,49.8670352551949"
"1719909.5996,8296465.7416,857,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""13"",24,2,170,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27692544365712,49.8670709324348"
"1719908.6473,8296469.628,858,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""14"",24,2,175,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27691239527672,49.8671059037347"
"1719907.9329,8296473.5143,859,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""15"",23,2,200,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27690265583284,49.8671408663324"
"1719907.179,8296477.0437,860,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""16"",23,2,200,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27689234886152,49.8671726215705"
"1719906.3456,8296480.8507,861,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""17"",22,2,160,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27688095018945,49.8672068751333"
"1719905.5915,8296485.3847,862,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""18"",24,2,205,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27687069136963,49.8672476620734"
"1719904.7581,8296489.6808,863,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""19"",25,2,220,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27685931747501,49.8672863128095"
"1719903.7793,8296494.0166,864,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""20"",24,2,205,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27684592319445,49.8673253252274"
"1719902.8533,8296498.1407,865,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""21"",25,2,200,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27683325255549,49.8673624326567"
"1719902.0199,8296502.503,866,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""22"",25,2,210,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27682188196239,49.8674016785479"
"1719901.0675,8296507.0237,867,""orthophoto"",""quartier_saint-jean"",""stade_paul_debrésie"",""23"",25,2,210,""supprimé"",""vieux"",""semi_libre"",""gazon"",""alignement"",50,""ville"",""feuillu"",""non"",3.27680886419896,49.8674423524084"
